Straßennummer;Straßenname;Folge;Hausnr. (von);Zusatz zur Hausnr (von);Hausnr. (bis);Zusatz zur Hausnr (bis);Ortsbezirk;Stadtteil Name;Stadtbezirk;Stadtbezirksvorst;Schiedsleutebezirk;Sozialrathaus Name;Polizeirevier;Postleitzahl
;Am Diebesfeld;;;;;;;Borken (Hessen);;;;;;34582
;Am Eichgarten;;;;;;;Borken (Hessen);;;;;;34582
;Am Feld;;;;;;;Borken (Hessen);;;;;;34582
;Am Feldrain;;;;;;;Borken (Hessen);;;;;;34582
;Am Foßheller;;;;;;;Borken (Hessen);;;;;;34582
;Am Freilichtmuseum;;;;;;;Borken (Hessen);;;;;;34582
;Am Gemeinschaftshaus;;;;;;;Borken (Hessen);;;;;;34582
;Am Gerichtsgraben;;;;;;;Borken (Hessen);;;;;;34582
;Am Graben;;;;;;;Borken (Hessen);;;;;;34582
;Am Güterbahnhof;;;;;;;Borken (Hessen);;;;;;34582
;Am Hang;;;;;;;Borken (Hessen);;;;;;34582
;Am Hasenbrunnen;;;;;;;Borken (Hessen);;;;;;34582
;Am Heiligengarten;;;;;;;Borken (Hessen);;;;;;34582
;Am Hommerstück;;;;;;;Borken (Hessen);;;;;;34582
;Am Hopfengarten;;;;;;;Borken (Hessen);;;;;;34582
;Am Kaiserkreuz;;;;;;;Borken (Hessen);;;;;;34582
;Am Kerstenberg;;;;;;;Borken (Hessen);;;;;;34582
;Am Kindergarten;;;;;;;Borken (Hessen);;;;;;34582
;Am Kirchring;;;;;;;Borken (Hessen);;;;;;34582
;Am Kraftwerk;;;;;;;Borken (Hessen);;;;;;34582
;Am Lembach;;;;;;;Borken (Hessen);;;;;;34582
;Am Mühlengrund;;;;;;;Borken (Hessen);;;;;;34582
;Am Mühlteich;;;;;;;Borken (Hessen);;;;;;34582
;Am Naturschutzgebiet;;;;;;;Borken (Hessen);;;;;;34582
;Am Niederfeld;;;;;;;Borken (Hessen);;;;;;34582
;Am Pfarrgarten;;;;;;;Borken (Hessen);;;;;;34582
;Am Pflanzenort;;;;;;;Borken (Hessen);;;;;;34582
;Am Rain;;;;;;;Borken (Hessen);;;;;;34582
;Am Rathaus;;;;;;;Borken (Hessen);;;;;;34582
;Am Rosengarten;;;;;;;Borken (Hessen);;;;;;34582
;Am Rottland;;;;;;;Borken (Hessen);;;;;;34582
;Am Rübegarten;;;;;;;Borken (Hessen);;;;;;34582
;Am Schuffert;;;;;;;Borken (Hessen);;;;;;34582
;Am Schwimmbad;;;;;;;Borken (Hessen);;;;;;34582
;Am Spielplatz;;;;;;;Borken (Hessen);;;;;;34582
;Am Steffling;;;;;;;Borken (Hessen);;;;;;34582
;Am Steingarten;;;;;;;Borken (Hessen);;;;;;34582
;Am Steinhof;;;;;;;Borken (Hessen);;;;;;34582
;Am Struthteich;;;;;;;Borken (Hessen);;;;;;34582
;Am Tor;;;;;;;Borken (Hessen);;;;;;34582
;Am Turm;;;;;;;Borken (Hessen);;;;;;34582
;Am Vogelsang;;;;;;;Borken (Hessen);;;;;;34582
;Am Waldfeld;;;;;;;Borken (Hessen);;;;;;34582
;Am Wasserwerk;;;;;;;Borken (Hessen);;;;;;34582
;Am Westerfeld;;;;;;;Borken (Hessen);;;;;;34582
;Am Wiegebrunnen;;;;;;;Borken (Hessen);;;;;;34582
;Am Wolfshain;;;;;;;Borken (Hessen);;;;;;34582
;Am Zechenhof;;;;;;;Borken (Hessen);;;;;;34582
;Amselweg;;;;;;;Borken (Hessen);;;;;;34582
;An den Eichen;;;;;;;Borken (Hessen);;;;;;34582
;An der Hardt;;;;;;;Borken (Hessen);;;;;;34582
;An der Heger;;;;;;;Borken (Hessen);;;;;;34582
;An der Hermannstruth;;;;;;;Borken (Hessen);;;;;;34582
;An der Kippe;;;;;;;Borken (Hessen);;;;;;34582
;An der Kirche;;;;;;;Borken (Hessen);;;;;;34582
;An der Lichte;;;;;;;Borken (Hessen);;;;;;34582
;An der Lust;;;;;;;Borken (Hessen);;;;;;34582
;Arnsbacher Straße;;;;;;;Borken (Hessen);;;;;;34582
;Auf dem Littig;;;;;;;Borken (Hessen);;;;;;34582
;Auf den Brunken;;;;;;;Borken (Hessen);;;;;;34582
;Auf der Schuffel;;;;;;;Borken (Hessen);;;;;;34582
;Bachgarten;;;;;;;Borken (Hessen);;;;;;34582
;Bachweg;;;;;;;Borken (Hessen);;;;;;34582
;Bahnhofstraße;;;;;;;Borken (Hessen);;;;;;34582
;Banatweg;;;;;;;Borken (Hessen);;;;;;34582
;Behringweg;;;;;;;Borken (Hessen);;;;;;34582
;Bergheimer Straße;;;;;;;Borken (Hessen);;;;;;34582
;Bergmannstraße;;;;;;;Borken (Hessen);;;;;;34582
;Berliner Straße;;;;;;;Borken (Hessen);;;;;;34582
;Bindeweg;;;;;;;Borken (Hessen);;;;;;34582
;Birkenallee;;;;;;;Borken (Hessen);;;;;;34582
;Blumenweg;;;;;;;Borken (Hessen);;;;;;34582
;Blümlingsweg;;;;;;;Borken (Hessen);;;;;;34582
;Bobenhäuser Weg;;;;;;;Borken (Hessen);;;;;;34582
;Bodenbacher Straße;;;;;;;Borken (Hessen);;;;;;34582
;Bodenweg;;;;;;;Borken (Hessen);;;;;;34582
;Bommerweg;;;;;;;Borken (Hessen);;;;;;34582
;Borkener Straße;;;;;;;Borken (Hessen);;;;;;34582
;Borngasse;;;;;;;Borken (Hessen);;;;;;34582
;Bornheckenstraße;;;;;;;Borken (Hessen);;;;;;34582
;Bornrain;;;;;;;Borken (Hessen);;;;;;34582
;Braasstraße;;;;;;;Borken (Hessen);;;;;;34582
;Breiter Weg;;;;;;;Borken (Hessen);;;;;;34582
;Breslauer Straße;;;;;;;Borken (Hessen);;;;;;34582
;Bruchgasse;;;;;;;Borken (Hessen);;;;;;34582
;Brunnenweg;;;;;;;Borken (Hessen);;;;;;34582
;Buchenbergstraße;;;;;;;Borken (Hessen);;;;;;34582
;Buchholz;;;;;;;Borken (Hessen);;;;;;34582
;Burgstraße;;;;;;;Borken (Hessen);;;;;;34582
;Carl-Benz-Straße;;;;;;;Borken (Hessen);;;;;;34582
;Charlottengasse;;;;;;;Borken (Hessen);;;;;;34582
;Chattenweg;;;;;;;Borken (Hessen);;;;;;34582
;Deichgasse;;;;;;;Borken (Hessen);;;;;;34582
;Dillicher Straße;;;;;;;Borken (Hessen);;;;;;34582
;Domänenweg;;;;;;;Borken (Hessen);;;;;;34582
;Dorfbrunnenweg;;;;;;;Borken (Hessen);;;;;;34582
;Dorfstraße;;;;;;;Borken (Hessen);;;;;;34582
;Dr.-Eckener-Straße;;;;;;;Borken (Hessen);;;;;;34582
;Dresdener Straße;;;;;;;Borken (Hessen);;;;;;34582
;Dörnbergweg;;;;;;;Borken (Hessen);;;;;;34582
;Eckenstückerweg;;;;;;;Borken (Hessen);;;;;;34582
;Egerstraße;;;;;;;Borken (Hessen);;;;;;34582
;Ehrenmalstraße;;;;;;;Borken (Hessen);;;;;;34582
;Eichenrain;;;;;;;Borken (Hessen);;;;;;34582
;Eisenkaute;;;;;;;Borken (Hessen);;;;;;34582
;Elbeweg;;;;;;;Borken (Hessen);;;;;;34582
;Erfurter Straße;;;;;;;Borken (Hessen);;;;;;34582
;Erlenwiesenweg;;;;;;;Borken (Hessen);;;;;;34582
;Ernst-Reuter-Straße;;;;;;;Borken (Hessen);;;;;;34582
;Europaplatz;;;;;;;Borken (Hessen);;;;;;34582
;Fasanenweg;;;;;;;Borken (Hessen);;;;;;34582
;Fichtenstraße;;;;;;;Borken (Hessen);;;;;;34582
;Finkenweg;;;;;;;Borken (Hessen);;;;;;34582
;Fliederstraße;;;;;;;Borken (Hessen);;;;;;34582
;Flurweg;;;;;;;Borken (Hessen);;;;;;34582
;Flutstraße;;;;;;;Borken (Hessen);;;;;;34582
;Forsthausstraße;;;;;;;Borken (Hessen);;;;;;34582
;Forstweg;;;;;;;Borken (Hessen);;;;;;34582
;Frankfurter Straße;;;;;;;Borken (Hessen);;;;;;34582
;Freudenthaler Str.;;;;;;;Borken (Hessen);;;;;;34582
;Friedhofsweg;;;;;;;Borken (Hessen);;;;;;34582
;Friedlandstraße;;;;;;;Borken (Hessen);;;;;;34582
;Friedrich-Ebert-Str.;;;;;;;Borken (Hessen);;;;;;34582
;Frielendorfer Str.;;;;;;;Borken (Hessen);;;;;;34582
;Fritzlarer Straße;;;;;;;Borken (Hessen);;;;;;34582
;Gansacker;;;;;;;Borken (Hessen);;;;;;34582
;Gartenweg;;;;;;;Borken (Hessen);;;;;;34582
;Gellengäßchen;;;;;;;Borken (Hessen);;;;;;34582
;Gellenweg;;;;;;;Borken (Hessen);;;;;;34582
;Geysostraße;;;;;;;Borken (Hessen);;;;;;34582
;Gildeweg;;;;;;;Borken (Hessen);;;;;;34582
;Gilsbachweg;;;;;;;Borken (Hessen);;;;;;34582
;Gilserhof;;;;;;;Borken (Hessen);;;;;;34582
;Goethestraße;;;;;;;Borken (Hessen);;;;;;34582
;Gombether Straße;;;;;;;Borken (Hessen);;;;;;34582
;Grasweg;;;;;;;Borken (Hessen);;;;;;34582
;Grimmstraße;;;;;;;Borken (Hessen);;;;;;34582
;Großenengliser Str.;;;;;;;Borken (Hessen);;;;;;34582
;Großer Garten;;;;;;;Borken (Hessen);;;;;;34582
;Grubenweg;;;;;;;Borken (Hessen);;;;;;34582
;Grüner Weg;;;;;;;Borken (Hessen);;;;;;34582
;Gudensberger Str.;;;;;;;Borken (Hessen);;;;;;34582
;Gutsweg;;;;;;;Borken (Hessen);;;;;;34582
;Haarhäuser Straße;;;;;;;Borken (Hessen);;;;;;34582
;Haarschwärze;;;;;;;Borken (Hessen);;;;;;34582
;Habichtswaldstraße;;;;;;;Borken (Hessen);;;;;;34582
;Hainweg;;;;;;;Borken (Hessen);;;;;;34582
;Hardtstraße;;;;;;;Borken (Hessen);;;;;;34582
;Hauptstraße;;;;;;;Borken (Hessen);;;;;;34582
;Hebeler Straße;;;;;;;Borken (Hessen);;;;;;34582
;Heidestraße;;;;;;;Borken (Hessen);;;;;;34582
;Heidäcker;;;;;;;Borken (Hessen);;;;;;34582
;Heineckestraße;;;;;;;Borken (Hessen);;;;;;34582
;Heinrich-Kohl-Str.;;;;;;;Borken (Hessen);;;;;;34582
;Herboldshäuser Weg;;;;;;;Borken (Hessen);;;;;;34582
;Hermannsweg;;;;;;;Borken (Hessen);;;;;;34582
;Hersfelder Straße;;;;;;;Borken (Hessen);;;;;;34582
;Hesselweg;;;;;;;Borken (Hessen);;;;;;34582
;Hilgenäcker;;;;;;;Borken (Hessen);;;;;;34582
;Hinter den Gärten;;;;;;;Borken (Hessen);;;;;;34582
;Hinter der Bahn;;;;;;;Borken (Hessen);;;;;;34582
;Hinter der Hute;;;;;;;Borken (Hessen);;;;;;34582
;Hintergasse;;;;;;;Borken (Hessen);;;;;;34582
;Hinterwiesen;;;;;;;Borken (Hessen);;;;;;34582
;Hirtenplatz;;;;;;;Borken (Hessen);;;;;;34582
;Hohe Gelle;;;;;;;Borken (Hessen);;;;;;34582
;Hoheneicher Straße;;;;;;;Borken (Hessen);;;;;;34582
;Hohlweg;;;;;;;Borken (Hessen);;;;;;34582
;Holderbach;;;;;;;Borken (Hessen);;;;;;34582
;Holunderstraße;;;;;;;Borken (Hessen);;;;;;34582
;Holzapfelweg;;;;;;;Borken (Hessen);;;;;;34582
;Holzäckerweg;;;;;;;Borken (Hessen);;;;;;34582
;Homberger Straße;;;;;;;Borken (Hessen);;;;;;34582
;Hopfenstraße;;;;;;;Borken (Hessen);;;;;;34582
;Hubertusstraße;;;;;;;Borken (Hessen);;;;;;34582
;Hudeweg;;;;;;;Borken (Hessen);;;;;;34582
;Hundrück;;;;;;;Borken (Hessen);;;;;;34582
;Hundsbachweg;;;;;;;Borken (Hessen);;;;;;34582
;Hundsburgstraße;;;;;;;Borken (Hessen);;;;;;34582
;Höhenweg;;;;;;;Borken (Hessen);;;;;;34582
;Hüttschlager Weg;;;;;;;Borken (Hessen);;;;;;34582
;Im Brühl;;;;;;;Borken (Hessen);;;;;;34582
;Im Schlag;;;;;;;Borken (Hessen);;;;;;34582
;In den Breiten;;;;;;;Borken (Hessen);;;;;;34582
;In der Ecke;;;;;;;Borken (Hessen);;;;;;34582
;Inselstraße;;;;;;;Borken (Hessen);;;;;;34582
;Jahnstraße;;;;;;;Borken (Hessen);;;;;;34582
;Justus-Liebig-Straße;;;;;;;Borken (Hessen);;;;;;34582
;Jägerstraße;;;;;;;Borken (Hessen);;;;;;34582
;Kalbsburg;;;;;;;Borken (Hessen);;;;;;34582
;Kalbsburger Straße;;;;;;;Borken (Hessen);;;;;;34582
;Karlsbader Straße;;;;;;;Borken (Hessen);;;;;;34582
;Kasseler Straße;;;;;;;Borken (Hessen);;;;;;34582
;Kastanienstraße;;;;;;;Borken (Hessen);;;;;;34582
;Kellerwaldstraße;;;;;;;Borken (Hessen);;;;;;34582
;Kernstraße;;;;;;;Borken (Hessen);;;;;;34582
;Kerstenhausener Str.;;;;;;;Borken (Hessen);;;;;;34582
;Kiefernweg;;;;;;;Borken (Hessen);;;;;;34582
;Kirchstraße;;;;;;;Borken (Hessen);;;;;;34582
;Kirschrain;;;;;;;Borken (Hessen);;;;;;34582
;Klause;;;;;;;Borken (Hessen);;;;;;34582
;Knüllweg;;;;;;;Borken (Hessen);;;;;;34582
;Koppelweg;;;;;;;Borken (Hessen);;;;;;34582
;Krausgasse;;;;;;;Borken (Hessen);;;;;;34582
;Krontrieschstraße;;;;;;;Borken (Hessen);;;;;;34582
;Kurt-Schumacher-Anlage;;;;;;;Borken (Hessen);;;;;;34582
;Landweg;;;;;;;Borken (Hessen);;;;;;34582
;Laubenweg;;;;;;;Borken (Hessen);;;;;;34582
;Lembacher Weg;;;;;;;Borken (Hessen);;;;;;34582
;Lerchenrain;;;;;;;Borken (Hessen);;;;;;34582
;Leutebergstraße;;;;;;;Borken (Hessen);;;;;;34582
;Lindenstraße;;;;;;;Borken (Hessen);;;;;;34582
;Lochbornweg;;;;;;;Borken (Hessen);;;;;;34582
;Lohwiesenweg;;;;;;;Borken (Hessen);;;;;;34582
;Lohäcker;;;;;;;Borken (Hessen);;;;;;34582
;Main-Weser-Straße;;;;;;;Borken (Hessen);;;;;;34582
;Marburger Straße;;;;;;;Borken (Hessen);;;;;;34582
;Marienrode;;;;;;;Borken (Hessen);;;;;;34582
;Marktstraße;;;;;;;Borken (Hessen);;;;;;34582
;Meisenring;;;;;;;Borken (Hessen);;;;;;34582
;Meißnerweg;;;;;;;Borken (Hessen);;;;;;34582
;Meruer Straße;;;;;;;Borken (Hessen);;;;;;34582
;Metzen Tannen;;;;;;;Borken (Hessen);;;;;;34582
;Mittelweg;;;;;;;Borken (Hessen);;;;;;34582
;Molkenpfad;;;;;;;Borken (Hessen);;;;;;34582
;Morgengabe;;;;;;;Borken (Hessen);;;;;;34582
;Muschelweg;;;;;;;Borken (Hessen);;;;;;34582
;Mühlenweg;;;;;;;Borken (Hessen);;;;;;34582
;Mühlgasse;;;;;;;Borken (Hessen);;;;;;34582
;Mühlhäuser Str.;;;;;;;Borken (Hessen);;;;;;34582
;Nassenerfurther Str.;;;;;;;Borken (Hessen);;;;;;34582
;Nelkenstraße;;;;;;;Borken (Hessen);;;;;;34582
;Neue Straße;;;;;;;Borken (Hessen);;;;;;34582
;Neuenhainer Straße;;;;;;;Borken (Hessen);;;;;;34582
;Noailles-Straße;;;;;;;Borken (Hessen);;;;;;34582
;Nordstraße;;;;;;;Borken (Hessen);;;;;;34582
;Oberdorfring;;;;;;;Borken (Hessen);;;;;;34582
;Obere Bergstraße;;;;;;;Borken (Hessen);;;;;;34582
;Oberstraße;;;;;;;Borken (Hessen);;;;;;34582
;Odenwaldweg;;;;;;;Borken (Hessen);;;;;;34582
;Oderstraße;;;;;;;Borken (Hessen);;;;;;34582
;Olmsweg;;;;;;;Borken (Hessen);;;;;;34582
;Ostlandstraße;;;;;;;Borken (Hessen);;;;;;34582
;Ottostraße;;;;;;;Borken (Hessen);;;;;;34582
;Pappelweg;;;;;;;Borken (Hessen);;;;;;34582
;Paul-Lincke-Straße;;;;;;;Borken (Hessen);;;;;;34582
;Pestalozzistraße;;;;;;;Borken (Hessen);;;;;;34582
;Pfaffenhäuser Straße;;;;;;;Borken (Hessen);;;;;;34582
;Pferdetränke;;;;;;;Borken (Hessen);;;;;;34582
;Pfingstweide;;;;;;;Borken (Hessen);;;;;;34582
;Pflichthaus;;;;;;;Borken (Hessen);;;;;;34582
;Ph.-Scheidemann-Str.;;;;;;;Borken (Hessen);;;;;;34582
;Philipp-Reis-Straße;;;;;;;Borken (Hessen);;;;;;34582
;Poststraße;;;;;;;Borken (Hessen);;;;;;34582
;Privatweg;;;;;;;Borken (Hessen);;;;;;34582
;Quellenstraße;;;;;;;Borken (Hessen);;;;;;34582
;Querweg;;;;;;;Borken (Hessen);;;;;;34582
;Rechbergstraße;;;;;;;Borken (Hessen);;;;;;34582
;Reinhardswaldweg;;;;;;;Borken (Hessen);;;;;;34582
;Renthof;;;;;;;Borken (Hessen);;;;;;34582
;Rhönweg;;;;;;;Borken (Hessen);;;;;;34582
;Ringstraße;;;;;;;Borken (Hessen);;;;;;34582
;Robert-Koch-Weg;;;;;;;Borken (Hessen);;;;;;34582
;Rohrweg;;;;;;;Borken (Hessen);;;;;;34582
;Roppershainer Str.;;;;;;;Borken (Hessen);;;;;;34582
;Rosengartenweg;;;;;;;Borken (Hessen);;;;;;34582
;Rosenstraße;;;;;;;Borken (Hessen);;;;;;34582
;Roter Rain;;;;;;;Borken (Hessen);;;;;;34582
;Rothengasse;;;;;;;Borken (Hessen);;;;;;34582
;Rundstraße;;;;;;;Borken (Hessen);;;;;;34582
;Rundweg;;;;;;;Borken (Hessen);;;;;;34582
;Römersberger Straße;;;;;;;Borken (Hessen);;;;;;34582
;Röthenfeldstraße;;;;;;;Borken (Hessen);;;;;;34582
;Rübengasse;;;;;;;Borken (Hessen);;;;;;34582
;Sackgasse;;;;;;;Borken (Hessen);;;;;;34582
;Salzäckerweg;;;;;;;Borken (Hessen);;;;;;34582
;Sandgärten;;;;;;;Borken (Hessen);;;;;;34582
;Sauerbrunnen;;;;;;;Borken (Hessen);;;;;;34582
;Schaftrift;;;;;;;Borken (Hessen);;;;;;34582
;Scheibenweg;;;;;;;Borken (Hessen);;;;;;34582
;Schillerstraße;;;;;;;Borken (Hessen);;;;;;34582
;Schlehenstraße;;;;;;;Borken (Hessen);;;;;;34582
;Schlesierstraße;;;;;;;Borken (Hessen);;;;;;34582
;Schloßstraße;;;;;;;Borken (Hessen);;;;;;34582
;Schmaler Weg;;;;;;;Borken (Hessen);;;;;;34582
;Schulstraße;;;;;;;Borken (Hessen);;;;;;34582
;Schwalmweg;;;;;;;Borken (Hessen);;;;;;34582
;Schwarze Erde;;;;;;;Borken (Hessen);;;;;;34582
;Schöne Aussicht;;;;;;;Borken (Hessen);;;;;;34582
;Seestraße;;;;;;;Borken (Hessen);;;;;;34582
